Event.Date,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Fatal.Serious,Total.People,Critical.Injury.Rate,Plane.Destroyed,Aircraft.Type
2012-09-10,Non-Fatal,Minor,Cessna,402B,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cessna 402B
2012-09-10,Non-Fatal,Substantial,Piper,PA-11,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-11
2012-09-11,Non-Fatal,Substantial,Cessna,172R,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172R
2012-09-11,Non-Fatal,Minor,Boeing,747-8F,4.0,,,0.0,0.0,0.0,2.0,,0.0,2.0,0.0,False,Boeing 747-8F
2012-09-11,Non-Fatal,Substantial,Cessna,421C,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Cessna 421C
2012-09-13,Fatal,Substantial,Piper,PA-28-181,1.0,Reciprocating,Instructional,3.0,0.0,0.0,0.0,VMC,3.0,3.0,1.0,False,Piper PA-28-181
2012-09-13,Fatal,Substantial,Mooney,M20J,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Mooney M20J
2012-09-14,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,1.0,2.0,0.5,False,Cessna 180
2012-09-14,Non-Fatal,Substantial,Cessna,170B,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 170B
2012-09-14,Non-Fatal,Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Piper PA-28-180
2012-09-14,Non-Fatal,Substantial,Boeing,767-332,2.0,Turbo Fan,,0.0,0.0,0.0,220.0,,0.0,220.0,0.0,False,Boeing 767-332
2012-09-15,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Cessna 182P
2012-09-15,Fatal,Substantial,Cirrus,SR22,1.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,IMC,5.0,5.0,1.0,False,Cirrus SR22
2012-09-15,Non-Fatal,Substantial,Cessna,A185F,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Cessna A185F
2012-09-16,Non-Fatal,Substantial,Rockwell,690A,2.0,Turbo Prop,Aerial Observation,0.0,1.0,0.0,2.0,VMC,1.0,3.0,0.3333333333333333,False,Rockwell 690A
2012-09-17,Fatal,Substantial,Mooney,M20M,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0,2.0,1.0,False,Mooney M20M
2012-09-17,Non-Fatal,Substantial,Piper,PA-22-160,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,1.0,2.0,0.5,False,Piper PA-22-160
2012-09-17,Non-Fatal,Substantial,Piper,PA-14,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC,1.0,3.0,0.3333333333333333,False,Piper PA-14
2012-09-18,Non-Fatal,Substantial,Beech,400,2.0,Turbo Fan,Executive/Corporate,0.0,2.0,0.0,1.0,VMC,2.0,3.0,0.6666666666666666,False,Beech 400
2012-09-18,Non-Fatal,,Airbus,A330-323,2.0,Turbo Fan,,0.0,0.0,1.0,158.0,VMC,0.0,159.0,0.0,False,Airbus A330-323
2012-09-19,Non-Fatal,Substantial,Boeing,A75N1(PT17),1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Boeing A75N1(PT17)
2012-09-20,Non-Fatal,Substantial,Beech,95-C55,2.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Beech 95-C55
2012-09-20,Non-Fatal,Substantial,Piper,PA24,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA24
2012-09-20,Non-Fatal,Substantial,Learjet,36A,2.0,Turbo Fan,,0.0,0.0,0.0,5.0,VMC,0.0,5.0,0.0,False,Learjet 36A
2012-09-21,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18-150
2012-09-21,Non-Fatal,Substantial,Cessna,150G,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 150G
2012-09-22,Fatal,Substantial,Piper,PA-28R-180,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Piper PA-28R-180
2012-09-22,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-140
2012-09-23,Non-Fatal,Substantial,Cessna,182Q,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 182Q
2012-09-25,Non-Fatal,Substantial,Cessna,175A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 175A
2012-09-25,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172P
2012-09-26,Non-Fatal,Substantial,Cessna,208B,1.0,Turbo Prop,Instructional,0.0,0.0,0.0,6.0,VMC,0.0,6.0,0.0,False,Cessna 208B
2012-09-28,Non-Fatal,,Learjet,60,2.0,Turbo Fan,Positioning,0.0,0.0,0.0,2.0,IMC,0.0,2.0,0.0,False,Learjet 60
2012-09-29,Fatal,Substantial,Cessna,150M,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 150M
2012-09-29,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 152
2012-09-29,Non-Fatal,Substantial,Cessna,180,1.0,,Personal,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Cessna 180
2012-09-29,Non-Fatal,Substantial,Cessna,421B,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Cessna 421B
2012-09-30,Non-Fatal,Substantial,Cessna,182,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,4.0,4.0,1.0,False,Cessna 182
2012-09-30,Fatal,Destroyed,Cessna,414A,2.0,Reciprocating,Unknown,6.0,0.0,2.0,0.0,IMC,6.0,8.0,0.75,True,Cessna 414A
2012-10-01,Non-Fatal,Substantial,Cessna,182A,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 182A
2012-10-02,Non-Fatal,Substantial,Cessna,310I,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 310I
2012-10-03,Fatal,Substantial,Cirrus,SR22,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,2.0,2.0,1.0,False,Cirrus SR22
2012-10-05,Non-Fatal,Substantial,Piper,PA-28-161,1.0,Reciprocating,Instructional,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Piper PA-28-161
2012-10-05,Non-Fatal,Substantial,Boeing,717-200,2.0,Turbo Fan,,0.0,0.0,0.0,108.0,VMC,0.0,108.0,0.0,False,Boeing 717-200
2012-10-06,Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Instructional,1.0,0.0,1.0,0.0,,1.0,2.0,0.5,False,Cessna 172S
2012-10-06,Fatal,Destroyed,Beech,A36,1.0,Turbo Prop,Personal,4.0,0.0,0.0,0.0,IMC,4.0,4.0,1.0,True,Beech A36
2012-10-06,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-140
2012-10-06,Non-Fatal,Substantial,Cirrus,SR22,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,IMC,1.0,2.0,0.5,False,Cirrus SR22
2012-10-07,Non-Fatal,Substantial,Cessna,180H,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Cessna 180H
2012-10-08,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172P
2012-10-08,Non-Fatal,Substantial,Cessna,172D,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172D
2012-10-09,Fatal,Destroyed,Piper,PA-32R-301T,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,4.0,4.0,1.0,True,Piper PA-32R-301T
2012-10-09,Non-Fatal,,Beech,1900,2.0,Turbo Prop,,0.0,0.0,0.0,8.0,,0.0,8.0,0.0,False,Beech 1900
2012-10-11,Non-Fatal,Substantial,Cessna,172RG,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172RG
2012-10-12,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-140
2012-10-13,Fatal,Substantial,Piper,PA-23-250,2.0,Reciprocating,Business,3.0,0.0,1.0,0.0,VMC,3.0,4.0,0.75,False,Piper PA-23-250
2012-10-15,Non-Fatal,Substantial,Cirrus,SR20,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cirrus SR20
2012-10-16,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 182P
2012-10-17,Non-Fatal,,Boeing,737-3H4,2.0,Turbo Fan,,0.0,0.0,1.0,85.0,VMC,0.0,86.0,0.0,False,Boeing 737-3H4
2012-10-17,Non-Fatal,Minor,Flight Design,CTLS,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Flight Design CTLS
2012-10-17,Non-Fatal,Substantial,Bombardier,DHC-8-315,2.0,Turbo Prop,Public Aircraft - Federal,0.0,0.0,0.0,7.0,VMC,0.0,7.0,0.0,False,Bombardier DHC-8-315
2012-10-19,Non-Fatal,Minor,Cessna,560XL,2.0,Turbo Fan,,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cessna 560XL
2012-10-20,Non-Fatal,Substantial,Piper,PA-18-105 SPECIAL,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Piper PA-18-105 SPECIAL
2012-10-20,Non-Fatal,Substantial,Cessna,172D,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Cessna 172D
2012-10-20,Non-Fatal,Substantial,Cessna,172R,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172R
2012-10-21,Non-Fatal,Substantial,Cessna,150H,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 150H
2012-10-21,Fatal,Destroyed,Mooney,M20E,1.0,,,2.0,0.0,0.0,0.0,,2.0,2.0,1.0,True,Mooney M20E
2012-10-21,Non-Fatal,Substantial,Cirrus,SR22,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cirrus SR22
2012-10-21,Non-Fatal,Substantial,Cessna,150L,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 150L
2012-10-22,Non-Fatal,Substantial,Beech,B90,2.0,Turbo Prop,Personal,0.0,1.0,0.0,1.0,IMC,1.0,2.0,0.5,False,Beech B90
2012-10-22,Non-Fatal,Substantial,Cessna,A185E,1.0,Reciprocating,,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Cessna A185E
2012-10-24,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 150
2012-10-25,Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Piper PA-28-140
2012-10-25,Fatal,Substantial,Beech,A36,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Beech A36
2012-10-26,Non-Fatal,Substantial,Grumman,AA-5A,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Grumman AA-5A
2012-10-27,Non-Fatal,Substantial,Cessna,170A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 170A
2012-10-28,Non-Fatal,Substantial,Piper,PA-32R-300,1.0,Reciprocating,Personal,0.0,3.0,0.0,2.0,IMC,3.0,5.0,0.6,False,Piper PA-32R-300
2012-10-29,Fatal,Substantial,Cessna,172,1.0,Reciprocating,Unknown,1.0,0.0,2.0,0.0,,1.0,3.0,0.3333333333333333,False,Cessna 172
2012-11-03,Non-Fatal,Substantial,Luscombe,8E,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Luscombe 8E
2012-11-03,Non-Fatal,Minor,Beech,D17S,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Beech D17S
2012-11-05,Fatal,Substantial,Cessna,310,2.0,Reciprocating,Positioning,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 310
2012-11-05,Non-Fatal,Substantial,Piper,PA-28R-180,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28R-180
2012-11-06,Non-Fatal,Substantial,Cessna,172M,1.0,Reciprocating,Aerial Observation,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 172M
2012-11-07,Non-Fatal,,Boeing,MD-88,2.0,Turbo Jet,,0.0,0.0,0.0,147.0,Unk,0.0,147.0,0.0,False,Boeing MD-88
2012-11-07,Non-Fatal,Minor,Boeing,777,2.0,,Unknown,0.0,0.0,0.0,203.0,,0.0,203.0,0.0,False,Boeing 777
2012-11-09,Non-Fatal,Substantial,Cessna,210L,1.0,Reciprocating,Business,0.0,3.0,0.0,0.0,VMC,3.0,3.0,1.0,False,Cessna 210L
2012-11-11,Fatal,Substantial,Cessna,421C,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 421C
2012-11-11,Non-Fatal,Substantial,Cessna,210,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 210
2012-11-11,Non-Fatal,Substantial,Cessna,525B,2.0,,,0.0,1.0,1.0,1.0,VMC,1.0,3.0,0.3333333333333333,False,Cessna 525B
2012-11-13,Fatal,Substantial,Piper,PA-32-300,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0,3.0,1.0,False,Piper PA-32-300
2012-11-13,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18-150
2012-11-13,Non-Fatal,Substantial,Cessna,T182T,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna T182T
2012-11-15,Non-Fatal,Substantial,Cessna,172RG,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172RG
2012-11-16,Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0,3.0,1.0,False,Cessna 172N
2012-11-16,Fatal,Destroyed,Beech,95B55 - B,2.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,VMC,3.0,3.0,1.0,True,Beech 95B55 - B
2012-11-17,Non-Fatal,Substantial,Cessna,550,2.0,Turbo Fan,Flight Test,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 550
2012-11-18,Fatal,Substantial,Grumman,AA-1B,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Grumman AA-1B
2012-11-18,Fatal,Substantial,Piper,PA-32,1.0,Reciprocating,,1.0,1.0,5.0,0.0,VMC,2.0,7.0,0.2857142857142857,False,Piper PA-32
2012-11-19,Fatal,Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Piper PA-28-180
2012-11-20,Non-Fatal,Substantial,Beech,C90A,2.0,Turbo Prop,,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Beech C90A
2012-11-20,Non-Fatal,Substantial,Boeing,A75L3,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Boeing A75L3
2012-11-24,Non-Fatal,Substantial,Piper,PA18,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA18
2012-11-24,Non-Fatal,Substantial,Piper,PA30,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Piper PA30
2012-11-25,Non-Fatal,Substantial,Cessna,U206,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna U206
2012-11-25,Fatal,Substantial,Piper,PA28,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0,3.0,1.0,False,Piper PA28
2012-11-28,Non-Fatal,Substantial,Cessna,177RG,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cessna 177RG
2012-11-28,Fatal,Substantial,Taylorcraft,BC12-D,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,1.0,2.0,0.5,False,Taylorcraft BC12-D
2012-12-01,Non-Fatal,Substantial,American Champion Aircraft,8KCAB,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,American Champion Aircraft 8KCAB
2012-12-01,Non-Fatal,Substantial,Beech,B19,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Beech B19
2012-12-01,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cessna 172N
2012-12-02,Fatal,Substantial,Beech,P35,1.0,Reciprocating,Personal,2.0,0.0,1.0,0.0,VMC,2.0,3.0,0.6666666666666666,False,Beech P35
2012-12-02,Fatal,Destroyed,Piper,PA 46-350P,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,4.0,4.0,1.0,True,Piper PA 46-350P
2012-12-03,Non-Fatal,Substantial,Cessna,172M,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,IMC,4.0,4.0,1.0,False,Cessna 172M
2012-12-03,Non-Fatal,Substantial,Cessna,208B,1.0,Turbo Prop,,0.0,1.0,0.0,8.0,VMC,1.0,9.0,0.1111111111111111,False,Cessna 208B
2012-12-03,Non-Fatal,Substantial,Beech,F90,2.0,Turbo Prop,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Beech F90
2012-12-04,Non-Fatal,Substantial,Piper,PA-32-300,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-32-300
2012-12-05,Non-Fatal,Substantial,Bombardier,CL-600-2B19,2.0,Turbo Fan,,0.0,0.0,0.0,53.0,VMC,0.0,53.0,0.0,False,Bombardier CL-600-2B19
2012-12-06,Non-Fatal,Substantial,Cirrus,SR22,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cirrus SR22
2012-12-07,Non-Fatal,Substantial,Cessna,172M,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172M
2012-12-08,Non-Fatal,Substantial,North American,T-28C,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,North American T-28C
2012-12-08,Non-Fatal,Substantial,Cessna,501,2.0,Turbo Fan,Personal,0.0,0.0,0.0,6.0,IMC,0.0,6.0,0.0,False,Cessna 501
2012-12-09,Fatal,Destroyed,Learjet,25,2.0,Turbo Jet,Executive/Corporate,7.0,0.0,0.0,0.0,,7.0,7.0,1.0,True,Learjet 25
2012-12-13,Non-Fatal,Substantial,Cessna,150C,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 150C
2012-12-15,Fatal,Destroyed,Piper,PA-31T1,2.0,Turbo Prop,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,True,Piper PA-31T1
2012-12-15,Non-Fatal,Substantial,Cessna,182Q,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 182Q
2012-12-15,Fatal,Substantial,Beech,E-90,2.0,Turbo Prop,Personal,2.0,0.0,0.0,0.0,IMC,2.0,2.0,1.0,False,Beech E-90
2012-12-19,Fatal,Destroyed,Beech,B100,2.0,Turbo Prop,Business,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,True,Beech B100
2012-12-19,Non-Fatal,Substantial,Piper,L-18C,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper L-18C
2012-12-20,Non-Fatal,Substantial,Cessna,150J,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 150J
2012-12-20,Non-Fatal,Minor,Airbus,A330,2.0,,,0.0,0.0,0.0,257.0,,0.0,257.0,0.0,False,Airbus A330
2012-12-21,Non-Fatal,Substantial,Cessna,550,2.0,Turbo Fan,Public Aircraft - Federal,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Cessna 550
2012-12-23,Non-Fatal,Substantial,Piper,PA-28RT-201T,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28RT-201T
2012-12-24,Fatal,Substantial,Piper,PA-31-350,2.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,1.0,2.0,0.5,False,Piper PA-31-350
2012-12-26,Fatal,Destroyed,Piper,PA28,1.0,,Instructional,2.0,0.0,0.0,0.0,,2.0,2.0,1.0,True,Piper PA28
2012-12-26,Non-Fatal,Substantial,Douglas,MD-11F,3.0,Turbo Fan,,0.0,0.0,0.0,3.0,IMC,0.0,3.0,0.0,False,Douglas MD-11F
2012-12-29,Non-Fatal,,Embraer,EMB-145LR,2.0,Turbo Fan,,0.0,0.0,1.0,49.0,VMC,0.0,50.0,0.0,False,Embraer EMB-145LR
2012-12-29,Fatal,Substantial,Piper,PA-28-235,1.0,Reciprocating,Unknown,2.0,0.0,1.0,0.0,,2.0,3.0,0.6666666666666666,False,Piper PA-28-235
2012-12-31,Non-Fatal,Substantial,Cessna,210A,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Cessna 210A
2012-12-31,Non-Fatal,Substantial,Raytheon Aircraft Company,A36,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Raytheon Aircraft Company A36
2013-01-01,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 182P
2013-01-02,Non-Fatal,Substantial,Piper,PA-60-602P,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-60-602P
2013-01-02,Fatal,Destroyed,Piper,PA-30,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,3.0,3.0,1.0,True,Piper PA-30
2013-01-02,Non-Fatal,Substantial,Luscombe,8,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Luscombe 8
2013-01-04,Fatal,Destroyed,Beech,H35,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,3.0,3.0,1.0,True,Beech H35
2013-01-05,Fatal,Substantial,Piper,PA34,2.0,,Unknown,5.0,0.0,0.0,0.0,,5.0,5.0,1.0,False,Piper PA34
2013-01-05,Non-Fatal,Substantial,Cessna,A185E,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna A185E
2013-01-07,Fatal,Destroyed,Beech,V35A,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,True,Beech V35A
2013-01-07,Non-Fatal,Substantial,Bellanca,17-30A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Bellanca 17-30A
2013-01-11,Fatal,Destroyed,Raytheon Aircraft Company,58,2.0,Reciprocating,Business,4.0,0.0,0.0,0.0,IMC,4.0,4.0,1.0,True,Raytheon Aircraft Company 58
2013-01-11,Non-Fatal,Substantial,Cessna,T182,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna T182
2013-01-12,Fatal,Destroyed,Piper,PA46-500TP,1.0,Turbo Prop,Executive/Corporate,3.0,0.0,0.0,0.0,IMC,3.0,3.0,1.0,True,Piper PA46-500TP
2013-01-12,Non-Fatal,Substantial,Piper,PA-28R-180,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Piper PA-28R-180
2013-01-13,Fatal,Destroyed,Piper,PA-34-200T,2.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,IMC,2.0,2.0,1.0,True,Piper PA-34-200T
2013-01-13,Non-Fatal,,Cessna,560XL,2.0,Turbo Fan,,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Cessna 560XL
2013-01-15,Non-Fatal,Minor,Boeing,787,2.0,,,0.0,4.0,0.0,133.0,,4.0,137.0,0.029197080291970802,False,Boeing 787
2013-01-17,Non-Fatal,Minor,Airbus,A340 - 300,4.0,Turbo Fan,,0.0,0.0,0.0,397.0,VMC,0.0,397.0,0.0,False,Airbus A340 - 300
2013-01-17,Non-Fatal,Substantial,Piper,PA-24-250,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-24-250
2013-01-17,Fatal,Substantial,Piper,PA-31-325,2.0,,,7.0,0.0,0.0,0.0,,7.0,7.0,1.0,False,Piper PA-31-325
2013-01-18,Non-Fatal,Substantial,Cessna,172RG,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172RG
2013-01-19,Fatal,Substantial,Beech,95-B55 (T42A),2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0,3.0,1.0,False,Beech 95-B55 (T42A)
