Event.Date,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Fatal.Serious,Total.People,Critical.Injury.Rate,Plane.Destroyed,Aircraft.Type
2003-06-21,Fatal(1),Destroyed,Cessna,182H,1.0,Reciprocating,Skydiving,1.0,2.0,2.0,1.0,VMC,3.0,6.0,0.5,True,Cessna 182H
2003-06-22,Non-Fatal,Substantial,Cessna,172K,1.0,Reciprocating,Instructional,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna 172K
2003-06-22,Fatal(3),Substantial,Maule,M-5-235C,1.0,Reciprocating,Personal,3.0,,,,VMC,3.0,3.0,1.0,False,Maule M-5-235C
2003-06-27,Non-Fatal,Substantial,Cessna,P206,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Cessna P206
2003-07-03,Non-Fatal,Substantial,Beech,BE36,1.0,Reciprocating,Personal,,,,4.0,IMC,0.0,4.0,0.0,False,Beech BE36
2003-07-04,Fatal(1),Substantial,Beech,A36TC,1.0,Turbo Prop,Personal,1.0,1.0,1.0,,VMC,2.0,3.0,0.6666666666666666,False,Beech A36TC
2003-07-09,Non-Fatal,,Cessna,208B,1.0,Turbo Prop,,,1.0,,2.0,VMC,1.0,3.0,0.3333333333333333,False,Cessna 208B
2003-07-17,Non-Fatal,Substantial,Piper,PA-18,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18
2003-07-21,Non-Fatal,Substantial,Cessna,140,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 140
2003-07-22,Non-Fatal,,Boeing,757-251,2.0,Turbo Fan,,,1.0,2.0,110.0,VMC,1.0,113.0,0.008849557522123894,False,Boeing 757-251
2003-07-25,Non-Fatal,Destroyed,Aero Commander,100,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,True,Aero Commander 100
2003-07-27,Non-Fatal,Substantial,Cessna,170B,1.0,Reciprocating,Personal,,,2.0,1.0,VMC,0.0,3.0,0.0,False,Cessna 170B
2003-08-06,Non-Fatal,Substantial,Cessna,185,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna 185
2003-08-13,Non-Fatal,Substantial,Cessna,206,1.0,Reciprocating,,,,,4.0,VMC,0.0,4.0,0.0,False,Cessna 206
2003-08-16,Non-Fatal,Substantial,Cessna,172RG,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna 172RG
2003-08-18,Non-Fatal,Substantial,Cessna,170B,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 170B
2003-08-19,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172
2003-08-22,Non-Fatal,Substantial,Cessna,150C,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 150C
2003-08-24,Non-Fatal,Substantial,Cessna,172M,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172M
2003-08-25,Non-Fatal,Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-180
2003-08-26,Non-Fatal,Substantial,Beech,C24R,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Beech C24R
2003-08-31,Non-Fatal,Substantial,Cessna,182J,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182J
2003-08-31,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-140
2003-09-02,Non-Fatal,Substantial,Douglas,DC-9-82,2.0,Turbo Jet,,,,,138.0,VMC,0.0,138.0,0.0,False,Douglas DC-9-82
2003-09-03,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Public Aircraft,,2.0,,,VMC,2.0,2.0,1.0,False,Cessna 172P
2003-09-06,Non-Fatal,Substantial,Maule,M-6-235,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Maule M-6-235
2003-09-13,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Business,,,,2.0,VMC,0.0,2.0,0.0,False,Beech 58
2003-09-21,Non-Fatal,Substantial,Cessna,182B,1.0,Reciprocating,Personal,,1.0,1.0,,VMC,1.0,2.0,0.5,False,Cessna 182B
2003-09-22,Non-Fatal,Substantial,Cessna,150F,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 150F
2003-09-26,Non-Fatal,Substantial,Cessna,180 H,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 180 H
2003-10-04,Non-Fatal,Substantial,Boeing,737,2.0,Turbo Fan,,,,,76.0,VMC,0.0,76.0,0.0,False,Boeing 737
2003-10-04,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172P
2003-10-07,Non-Fatal,Substantial,Cessna,140,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 140
2003-10-12,Non-Fatal,Substantial,Piper,PA-24-260B,1.0,Reciprocating,Personal,,,,2.0,IMC,0.0,2.0,0.0,False,Piper PA-24-260B
2003-10-21,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172N
2003-10-22,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Instructional,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna 152
2003-10-28,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-140
2003-11-01,Non-Fatal,Substantial,Cessna,182M,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna 182M
2003-11-01,Non-Fatal,Substantial,Piper,PA-22-150,1.0,Reciprocating,Personal,,,1.0,2.0,VMC,0.0,3.0,0.0,False,Piper PA-22-150
2003-11-01,Non-Fatal,Substantial,Beech,A23,1.0,Reciprocating,Personal,,1.0,,2.0,VMC,1.0,3.0,0.3333333333333333,False,Beech A23
2003-11-09,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna 172N
2003-12-09,Non-Fatal,Substantial,Beech,58P,2.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Beech 58P
2003-12-09,Fatal(1),Destroyed,Piper,PA-28-140,1.0,Reciprocating,Personal,1.0,1.0,,,VMC,2.0,2.0,1.0,True,Piper PA-28-140
2003-12-29,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Instructional,,,,2.0,IMC,0.0,2.0,0.0,False,Cessna 172N
2003-12-30,Non-Fatal,Substantial,Bellanca,8KCAB,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Bellanca 8KCAB
2004-01-03,Non-Fatal,Substantial,Piper,PA 28-181,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA 28-181
2004-01-14,Non-Fatal,Substantial,Cessna,185F,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 185F
2004-01-15,Non-Fatal,Substantial,Piper,PA-32R,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-32R
2004-01-20,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172P
2004-01-22,Non-Fatal,Substantial,Beech,F33A,1.0,Reciprocating,Instructional,,1.0,,1.0,VMC,1.0,2.0,0.5,False,Beech F33A
2004-01-29,Non-Fatal,Substantial,Piper,PA-28-161,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-161
2004-02-07,Non-Fatal,Substantial,Cessna,172M,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna 172M
2004-02-07,Non-Fatal,Substantial,Mooney,M20C,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Mooney M20C
2004-02-07,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172N
2004-02-09,Non-Fatal,Substantial,Piper,PA-23-250,2.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-23-250
2004-02-12,Non-Fatal,Substantial,Piper,PA-28R-201T,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Piper PA-28R-201T
2004-02-13,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172
2004-02-15,Non-Fatal,Substantial,Cessna,172E,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172E
2004-02-15,Non-Fatal,Substantial,Cessna,177A,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Cessna 177A
2004-02-22,Non-Fatal,Substantial,Cessna,182A,1.0,Reciprocating,Skydiving,,,1.0,3.0,VMC,0.0,4.0,0.0,False,Cessna 182A
2004-02-28,Non-Fatal,Substantial,Cessna,T210M,1.0,Reciprocating,Business,,,2.0,1.0,VMC,0.0,3.0,0.0,False,Cessna T210M
2004-03-03,Non-Fatal,Substantial,Aviat,Pitts S2B,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Aviat Pitts S2B
2004-03-06,Non-Fatal,Substantial,Cessna,182E,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182E
2004-03-11,Non-Fatal,Substantial,Cessna,C195A,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna C195A
2004-03-14,Non-Fatal,Substantial,Cessna,172C,1.0,Reciprocating,Personal,,,1.0,1.0,VMC,0.0,2.0,0.0,False,Cessna 172C
2004-03-22,Non-Fatal,Substantial,Cessna,150J,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 150J
2004-03-25,Non-Fatal,Substantial,Piper,PA-28-181,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-181
2004-03-27,Non-Fatal,Substantial,Stinson,108-1,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Stinson 108-1
2004-03-28,Non-Fatal,Substantial,Cessna,182T,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182T
2004-03-28,Non-Fatal,Substantial,Cessna,C-180,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna C-180
2004-03-31,Non-Fatal,Substantial,Piper,PA34-200,2.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA34-200
2004-04-02,Non-Fatal,Destroyed,Cessna,177,1.0,Reciprocating,Instructional,,,4.0,,VMC,0.0,4.0,0.0,True,Cessna 177
2004-04-03,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172N
2004-04-06,Non-Fatal,Substantial,Beech,95-A55,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Beech 95-A55
2004-04-09,Incident,,Beech,1900D,2.0,Turbo Prop,Positioning,,,,2.0,IMC,0.0,2.0,0.0,False,Beech 1900D
2004-04-10,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172N
2004-04-10,Non-Fatal,Substantial,Cessna,172K,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172K
2004-04-12,Non-Fatal,Substantial,Aeronca,65-TAC,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Aeronca 65-TAC
2004-04-15,Non-Fatal,Substantial,Aeronca,7AC,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Aeronca 7AC
2004-04-16,Non-Fatal,Substantial,Cessna,A185E,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna A185E
2004-04-17,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Personal,,,,5.0,VMC,0.0,5.0,0.0,False,Cessna 172S
2004-04-17,Non-Fatal,Substantial,Beech,C23,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Beech C23
2004-04-21,Non-Fatal,Substantial,Piper,PA-34-220T,2.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-34-220T
2004-04-23,Non-Fatal,Substantial,Piper,PA-28R-200,1.0,Reciprocating,Instructional,,,2.0,,VMC,0.0,2.0,0.0,False,Piper PA-28R-200
2004-04-24,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172N
2004-04-25,Non-Fatal,Substantial,Piper,PA-28R-200,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28R-200
2004-04-25,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172N
2004-04-28,Non-Fatal,Substantial,Piper,PA-18,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18
2004-04-29,Non-Fatal,Substantial,Mooney,M20C,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Mooney M20C
2004-04-29,Non-Fatal,Substantial,Beech,D95A,2.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Beech D95A
2004-05-01,Non-Fatal,Substantial,Cessna,172K,1.0,Reciprocating,Instructional,,,1.0,1.0,VMC,0.0,2.0,0.0,False,Cessna 172K
2004-05-04,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna 172N
2004-05-06,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 152
2004-05-08,Non-Fatal,Substantial,Piper,PA-28RT-201,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28RT-201
2004-05-09,Non-Fatal,Substantial,Piper,PA-12,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-12
2004-05-14,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 180
2004-05-18,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18-150
2004-05-18,Non-Fatal,Substantial,Stinson,SR-8E,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Stinson SR-8E
2004-05-19,Non-Fatal,Substantial,Cessna,180J,1.0,Reciprocating,Flight Test,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 180J
2004-05-20,Non-Fatal,Substantial,Piper,PA-34-200T,2.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-34-200T
2004-06-04,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172P
2004-06-04,Non-Fatal,Substantial,Cessna,T210L,1.0,Reciprocating,Personal,,,1.0,3.0,VMC,0.0,4.0,0.0,False,Cessna T210L
2004-06-07,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-140
2004-06-08,Non-Fatal,Substantial,Cessna,182H,1.0,Reciprocating,Other Work Use,,,,4.0,VMC,0.0,4.0,0.0,False,Cessna 182H
2004-06-12,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172N
2004-06-13,Non-Fatal,Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-180
2004-06-19,Non-Fatal,Substantial,Cessna,T210N,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna T210N
2004-06-20,Non-Fatal,Substantial,Cessna,401,2.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 401
2004-06-26,Non-Fatal,Substantial,Beech,23,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Beech 23
2004-06-29,Non-Fatal,Substantial,Bellanca,7KCAB,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Bellanca 7KCAB
2004-06-30,Non-Fatal,Substantial,Beech,200,2.0,Turbo Prop,,,,,8.0,VMC,0.0,8.0,0.0,False,Beech 200
2004-07-03,Non-Fatal,Substantial,Bellanca,7ECA,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Bellanca 7ECA
2004-07-04,Non-Fatal,Substantial,Cessna,T210M,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna T210M
2004-07-04,Non-Fatal,Substantial,Piper,PA28-140,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA28-140
2004-07-05,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172N
2004-07-05,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18-150
2004-07-05,Non-Fatal,Substantial,Cessna,182N,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182N
2004-07-08,Non-Fatal,Substantial,Cessna,172 RG,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172 RG
2004-07-11,Non-Fatal,Substantial,Cessna,R182,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna R182
2004-07-11,Non-Fatal,Substantial,Boeing,A 75N1,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Boeing A 75N1
2004-07-11,Non-Fatal,Substantial,Cessna,180J,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 180J
2004-07-16,Non-Fatal,Substantial,Cessna,A185F,1.0,Reciprocating,Unknown,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna A185F
2004-07-16,Non-Fatal,Substantial,Cessna,150L,1.0,Reciprocating,Instructional,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna 150L
2004-07-21,Non-Fatal,Substantial,Cessna,182R,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182R
2004-07-21,Non-Fatal,Substantial,Luscombe,8A,1.0,Reciprocating,Instructional,,,2.0,,VMC,0.0,2.0,0.0,False,Luscombe 8A
2004-07-23,Non-Fatal,Substantial,Bellanca,7GCAA,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Bellanca 7GCAA
2004-07-24,Non-Fatal,Substantial,Piper,PA-28-151,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Piper PA-28-151
2004-07-24,Non-Fatal,Substantial,Aviat,A-1B,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Aviat A-1B
2004-07-25,Non-Fatal,Substantial,Piper,Aerostar 602P,2.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper Aerostar 602P
2004-07-25,Non-Fatal,Substantial,Cessna,182A,1.0,Reciprocating,Personal,,,3.0,1.0,VMC,0.0,4.0,0.0,False,Cessna 182A
2004-07-25,Non-Fatal,,Boeing,777,2.0,Turbo Fan,,,1.0,,216.0,VMC,1.0,217.0,0.004608294930875576,False,Boeing 777
2004-07-27,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172P
2004-07-29,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna 172
2004-07-31,Non-Fatal,Substantial,Stinson,108,1.0,Reciprocating,Personal,,,1.0,1.0,VMC,0.0,2.0,0.0,False,Stinson 108
2004-07-31,Non-Fatal,Destroyed,Piper,PA-28RT-201T,1.0,Reciprocating,Personal,,,1.0,2.0,VMC,0.0,3.0,0.0,True,Piper PA-28RT-201T
2004-08-01,Non-Fatal,Substantial,Piper,PA22-20,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA22-20
2004-08-02,Non-Fatal,Substantial,Mooney,M20F,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Mooney M20F
2004-08-05,Non-Fatal,Substantial,Piper,PA-20,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-20
2004-08-05,Non-Fatal,Substantial,Cessna,182F,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182F
2004-08-10,Non-Fatal,Substantial,Mooney,M20J,1.0,Reciprocating,Personal,,,1.0,3.0,VMC,0.0,4.0,0.0,False,Mooney M20J
2004-08-10,Non-Fatal,Substantial,Cessna,310Q,2.0,Reciprocating,Personal,,,,5.0,VMC,0.0,5.0,0.0,False,Cessna 310Q
2004-08-11,Non-Fatal,Substantial,Mooney,M20J,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Mooney M20J
2004-08-12,Non-Fatal,Substantial,Cessna,172SP,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172SP
2004-08-13,Non-Fatal,Substantial,Cessna,U206G,1.0,Reciprocating,,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna U206G
2004-08-15,Non-Fatal,Substantial,Piper,PA-22-150,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-22-150
2004-08-16,Non-Fatal,Substantial,Maule,M-6-235,1.0,Reciprocating,Personal,,,1.0,1.0,VMC,0.0,2.0,0.0,False,Maule M-6-235
2004-08-17,Non-Fatal,Substantial,Cessna,180J,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 180J
2004-08-17,Non-Fatal,Substantial,Piper,PA-28R-180,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28R-180
2004-08-17,Fatal(2),Destroyed,Beech,BE-99,2.0,Turbo Prop,,2.0,,,,VMC,2.0,2.0,1.0,True,Beech BE-99
2004-08-22,Non-Fatal,Substantial,Aeronca,7AC,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Aeronca 7AC
2004-08-23,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna 182P
2004-08-27,Non-Fatal,Substantial,Luscombe,8A,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Luscombe 8A
2004-08-28,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Personal,,,3.0,,VMC,0.0,3.0,0.0,False,Cessna 172S
2004-08-28,Non-Fatal,Substantial,Cessna,172R,1.0,Reciprocating,Instructional,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna 172R
2004-08-29,Non-Fatal,Substantial,Cessna,177,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 177
2004-08-29,Non-Fatal,Substantial,Piper,PA-24-180,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Piper PA-24-180
2004-08-29,Non-Fatal,Substantial,Beech,BE-18,2.0,Reciprocating,Personal,,,1.0,3.0,VMC,0.0,4.0,0.0,False,Beech BE-18
2004-09-04,Non-Fatal,Substantial,Cessna,T310R,2.0,Reciprocating,Personal,,,,5.0,VMC,0.0,5.0,0.0,False,Cessna T310R
2004-09-04,Non-Fatal,Substantial,Grumman,AA1C,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Grumman AA1C
2004-09-05,Non-Fatal,Substantial,Piper,PA32-300,1.0,Reciprocating,Personal,,,,5.0,VMC,0.0,5.0,0.0,False,Piper PA32-300
2004-09-06,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172S
2004-09-06,Non-Fatal,Substantial,Beech,D18S,2.0,Reciprocating,Other Work Use,,,,11.0,VMC,0.0,11.0,0.0,False,Beech D18S
2004-09-06,Non-Fatal,Substantial,Piper,PA-18,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18
2004-09-09,Non-Fatal,Substantial,Cessna,182T,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182T
2004-09-09,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-140
2004-09-10,Non-Fatal,Substantial,Piper,PA-44-180,2.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Piper PA-44-180
2004-09-10,Non-Fatal,Substantial,Maule,M4-210C,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Maule M4-210C
2004-09-12,Non-Fatal,Destroyed,Grumman,AA-5A,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,True,Grumman AA-5A
2004-09-17,Non-Fatal,Substantial,Cessna,150L,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 150L
2004-09-18,Non-Fatal,Substantial,Piper,PA-16,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-16
2004-09-18,Non-Fatal,Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,,,4.0,,VMC,0.0,4.0,0.0,False,Piper PA-28-180
2004-09-19,Non-Fatal,Substantial,Piper,J3C-65,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper J3C-65
2004-09-23,Non-Fatal,Substantial,Piper,PA-28,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28
2004-09-24,Non-Fatal,Substantial,De Havilland,DHC-2,1.0,Reciprocating,,,,,3.0,VMC,0.0,3.0,0.0,False,De Havilland DHC-2
2004-09-25,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182P
2004-09-25,Non-Fatal,Substantial,Cessna,177,1.0,Reciprocating,Business,,,,4.0,VMC,0.0,4.0,0.0,False,Cessna 177
